Category,AI_cat,drought_cat,t,df,p,p_adj,sig,baseline,med_diff
AI_cat,Arid,LS,-7.070793361078685,6448.42371167979,1.7029256025766137e-12,1.7029256025766137e-12,***,ND,-0.5
AI_cat,Arid,MS,-2.057701270467398,39.13359443634585,0.0463241783755312,0.0463241783755312,*,ND,-1
AI_cat,Humid,LS,-10.794350748342836,6505.772984985598,6.184056010536098e-27,6.184056010536098e-27,***,ND,-0.5
AI_cat,Humid,MS,0.33815171262067373,2375.2235687682,0.735278747281009,0.735278747281009,ns,ND,-0.5
